kudos_id,week_number,date,giver_id,giver_name,giver_dept,recipient_id,recipient_name,recipient_dept,category,message,giver_points,recipient_points,company
K003175,2,2026-01-12,1248,Ridzwan Teh,Sales,1395,Ravi Tan,Enterprise,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K003176,2,2026-01-12,1248,Ridzwan Teh,Sales,1043,Natasha Chong,Retail,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K003177,9,2026-03-02,1248,Ridzwan Teh,Sales,1488,Grace Chan,Corporate Affairs,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K003178,9,2026-03-05,1248,Ridzwan Teh,Sales,1332,Zara Goh,Marketing,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K003179,23,2026-06-10,1248,Ridzwan Teh,Sales,1431,Ahmad Koh,Finance,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K003180,23,2026-06-09,1248,Ridzwan Teh,Sales,1182,Mohamed Rahman,Technology,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K003181,23,2026-06-08,1248,Ridzwan Teh,Sales,1024,Terry Ibrahim,Retail,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K003182,26,2026-07-03,1248,Ridzwan Teh,Sales,1219,Ivan Ali,Technology,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K003183,32,2026-08-11,1248,Ridzwan Teh,Sales,1418,Natasha Lee,Enterprise,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K003184,32,2026-08-12,1248,Ridzwan Teh,Sales,1225,Yazid Patel,Sales,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K003185,32,2026-08-13,1248,Ridzwan Teh,Sales,1426,Sarah Malik,Finance,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K003186,41,2026-10-14,1248,Ridzwan Teh,Sales,1084,Siti Kumar,Retail,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K003187,41,2026-10-13,1248,Ridzwan Teh,Sales,1091,Aisha Soh,Retail,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K003188,44,2026-11-05,1248,Ridzwan Teh,Sales,1332,Zara Goh,Marketing,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K003189,44,2026-11-05,1248,Ridzwan Teh,Sales,1326,Rajesh Lim,Marketing,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K003190,44,2026-11-05,1248,Ridzwan Teh,Sales,1174,Rajesh Menon,Technology,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K003191,17,2026-04-30,1249,Mohamed Chua,Sales,1450,Rina Chong,HR,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K003192,21,2026-05-26,1249,Mohamed Chua,Sales,1204,Natasha Ali,Technology,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K003193,21,2026-05-27,1249,Mohamed Chua,Sales,1368,Mohamed Bakar,Marketing,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K003194,21,2026-05-27,1249,Mohamed Chua,Sales,1235,Jason Aziz,Sales,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K003195,23,2026-06-11,1249,Mohamed Chua,Sales,1161,Eugene Hassan,Technology,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K003196,23,2026-06-11,1249,Mohamed Chua,Sales,1000,Michelle Menon,Retail,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K003197,30,2026-07-30,1249,Mohamed Chua,Sales,1373,Kevin Abdullah,Enterprise,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K003198,30,2026-07-30,1249,Mohamed Chua,Sales,1362,Fatimah Soh,Marketing,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K003199,43,2026-10-26,1249,Mohamed Chua,Sales,1224,Jason Yusof,Sales,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K003200,43,2026-10-28,1249,Mohamed Chua,Sales,1216,Priya Lim,Technology,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K003201,43,2026-10-30,1249,Mohamed Chua,Sales,1352,Elaine Nair,Marketing,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K003202,45,2026-11-12,1249,Mohamed Chua,Sales,1433,Prakash Ismail,Finance,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K003203,45,2026-11-09,1249,Mohamed Chua,Sales,1007,Ravi Tan,Retail,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K003204,1,2026-01-08,1250,Vivian Malik,Sales,1342,Rina Wong,Marketing,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K003205,1,2026-01-06,1250,Vivian Malik,Sales,1321,Fatimah Yap,Marketing,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K003206,6,2026-02-10,1250,Vivian Malik,Sales,1414,Shirley Lee,Enterprise,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K003207,6,2026-02-10,1250,Vivian Malik,Sales,1143,Amelia Malik,Technology,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K003208,6,2026-02-10,1250,Vivian Malik,Sales,1245,Zara Nair,Sales,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K003209,16,2026-04-23,1250,Vivian Malik,Sales,1443,Shankar Ibrahim,Finance,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K003210,16,2026-04-23,1250,Vivian Malik,Sales,1447,Christopher Bakar,Finance,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K003211,16,2026-04-21,1250,Vivian Malik,Sales,1498,Daniel Wong,Corporate Affairs,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K003212,18,2026-05-07,1250,Vivian Malik,Sales,1496,Shirley Ismail,Corporate Affairs,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K003213,22,2026-06-01,1250,Vivian Malik,Sales,1291,Prakash Lim,Sales,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K003214,22,2026-06-05,1250,Vivian Malik,Sales,1196,Mei Aziz,Technology,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K003215,22,2026-06-02,1250,Vivian Malik,Sales,1273,Linda Yap,Sales,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K003216,27,2026-07-08,1250,Vivian Malik,Sales,1398,Daniel Ismail,Enterprise,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K003217,28,2026-07-15,1250,Vivian Malik,Sales,1160,Yazid Malik,Technology,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K003218,30,2026-07-29,1250,Vivian Malik,Sales,1089,Ivan Ng,Retail,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K003219,32,2026-08-12,1250,Vivian Malik,Sales,1308,Priya Raj,Marketing,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K003220,34,2026-08-24,1250,Vivian Malik,Sales,1007,Ravi Tan,Retail,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K003221,34,2026-08-24,1250,Vivian Malik,Sales,1279,Eugene Ali,Sales,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K003222,34,2026-08-25,1250,Vivian Malik,Sales,1227,Yazid Aziz,Sales,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K003223,52,2026-12-30,1250,Vivian Malik,Sales,1496,Shirley Ismail,Corporate Affairs,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K003224,52,2026-12-29,1250,Vivian Malik,Sales,1399,Ridzwan Ismail,Enterprise,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K003225,9,2026-03-03,1251,Pamela Menon,Sales,1155,Michelle Patel,Technology,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K003226,9,2026-03-04,1251,Pamela Menon,Sales,1409,Ivan Soh,Enterprise,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K003227,10,2026-03-09,1251,Pamela Menon,Sales,1283,Siti Aziz,Sales,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K003228,10,2026-03-13,1251,Pamela Menon,Sales,1277,Azlan Karim,Sales,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K003229,12,2026-03-24,1251,Pamela Menon,Sales,1005,Nelson Yap,Retail,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K003230,16,2026-04-24,1251,Pamela Menon,Sales,1472,Terry Aziz,Legal,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K003231,16,2026-04-21,1251,Pamela Menon,Sales,1015,Ridzwan Malik,Retail,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K003232,16,2026-04-24,1251,Pamela Menon,Sales,1290,Suresh Abdullah,Sales,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K003233,18,2026-05-04,1251,Pamela Menon,Sales,1307,Nurul Chua,Marketing,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K003234,22,2026-06-05,1251,Pamela Menon,Sales,1479,Kavya Karim,Legal,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K003235,22,2026-06-03,1251,Pamela Menon,Sales,1248,Ridzwan Teh,Sales,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K003236,22,2026-06-03,1251,Pamela Menon,Sales,1160,Yazid Malik,Technology,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K003237,28,2026-07-17,1251,Pamela Menon,Sales,1464,Eugene Menon,HR,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K003238,28,2026-07-16,1251,Pamela Menon,Sales,1145,Lily Ismail,Technology,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K003239,30,2026-07-29,1251,Pamela Menon,Sales,1303,Vivian Ali,Marketing,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K003240,30,2026-07-29,1251,Pamela Menon,Sales,1438,Sarah Soh,Finance,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K003241,35,2026-09-04,1251,Pamela Menon,Sales,1367,Hassan Hamid,Marketing,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K003242,41,2026-10-14,1251,Pamela Menon,Sales,1494,Siti Hassan,Corporate Affairs,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K003243,41,2026-10-16,1251,Pamela Menon,Sales,1215,Nadia Teh,Technology,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K003244,44,2026-11-03,1251,Pamela Menon,Sales,1416,Aisha Nair,Enterprise,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K003245,44,2026-11-06,1251,Pamela Menon,Sales,1300,Grace Yusof,Marketing,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K003246,45,2026-11-13,1251,Pamela Menon,Sales,1173,Harish Chong,Technology,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K003247,45,2026-11-11,1251,Pamela Menon,Sales,1478,Ridzwan Teh,Legal,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K003248,48,2026-12-03,1251,Pamela Menon,Sales,1269,Lily Malik,Sales,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K003249,48,2026-11-30,1251,Pamela Menon,Sales,1102,Kavya Abdullah,Retail,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K003250,48,2026-12-04,1251,Pamela Menon,Sales,1416,Aisha Nair,Enterprise,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K003251,49,2026-12-11,1251,Pamela Menon,Sales,1234,Joanne Malik,Sales,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K003252,49,2026-12-10,1251,Pamela Menon,Sales,1377,Harish Chua,Enterprise,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K003253,51,2026-12-22,1251,Pamela Menon,Sales,1474,Cheryl Karim,Legal,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K003254,51,2026-12-23,1251,Pamela Menon,Sales,1101,Natasha Chua,Retail,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K003255,2,2026-01-12,1252,Ivan Ng,Sales,1056,Farid Wong,Retail,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K003256,2,2026-01-14,1252,Ivan Ng,Sales,1363,Michelle Koh,Marketing,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K003257,7,2026-02-19,1252,Ivan Ng,Sales,1363,Michelle Koh,Marketing,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K003258,12,2026-03-26,1252,Ivan Ng,Sales,1447,Christopher Bakar,Finance,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K003259,12,2026-03-27,1252,Ivan Ng,Sales,1277,Azlan Karim,Sales,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K003260,12,2026-03-27,1252,Ivan Ng,Sales,1485,Shirley Karim,Corporate Affairs,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K003261,13,2026-04-02,1252,Ivan Ng,Sales,1089,Ivan Ng,Retail,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K003262,13,2026-03-31,1252,Ivan Ng,Sales,1222,Yazid Ibrahim,Sales,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K003263,13,2026-04-02,1252,Ivan Ng,Sales,1496,Shirley Ismail,Corporate Affairs,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K003264,16,2026-04-23,1252,Ivan Ng,Sales,1216,Priya Lim,Technology,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K003265,16,2026-04-20,1252,Ivan Ng,Sales,1060,Yazid Kumar,Retail,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K003266,17,2026-04-28,1252,Ivan Ng,Sales,1011,Fatimah Rashid,Retail,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K003267,17,2026-05-01,1252,Ivan Ng,Sales,1167,Natasha Tan,Technology,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K003268,18,2026-05-04,1252,Ivan Ng,Sales,1255,Wei Chan,Sales,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K003269,18,2026-05-07,1252,Ivan Ng,Sales,1357,Shankar Koh,Marketing,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K003270,18,2026-05-05,1252,Ivan Ng,Sales,1220,Hassan Yusof,Sales,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K003271,21,2026-05-28,1252,Ivan Ng,Sales,1067,Hafiz Rashid,Retail,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K003272,21,2026-05-28,1252,Ivan Ng,Sales,1482,Harish Yap,Legal,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K003273,21,2026-05-26,1252,Ivan Ng,Sales,1404,Ridzwan Bakar,Enterprise,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K003274,22,2026-06-04,1252,Ivan Ng,Sales,1022,Wei Wong,Retail,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K003275,22,2026-06-05,1252,Ivan Ng,Sales,1222,Yazid Ibrahim,Sales,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K003276,31,2026-08-06,1252,Ivan Ng,Sales,1401,Farid Hassan,Enterprise,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K003277,31,2026-08-07,1252,Ivan Ng,Sales,1031,Ganesh Kumar,Retail,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K003278,31,2026-08-06,1252,Ivan Ng,Sales,1300,Grace Yusof,Marketing,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K003279,33,2026-08-17,1252,Ivan Ng,Sales,1129,Sarah Chua,Technology,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K003280,44,2026-11-05,1252,Ivan Ng,Sales,1197,Natasha Ali,Technology,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K003281,44,2026-11-03,1252,Ivan Ng,Sales,1313,Linda Ali,Marketing,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K003282,46,2026-11-20,1252,Ivan Ng,Sales,1018,Michelle Nair,Retail,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K003283,46,2026-11-17,1252,Ivan Ng,Sales,1445,James Lim,Finance,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K003284,50,2026-12-16,1252,Ivan Ng,Sales,1097,Jason Patel,Retail,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K003285,1,2026-01-05,1253,Elaine Lee,Sales,1158,Vivian Ismail,Technology,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K003286,1,2026-01-09,1253,Elaine Lee,Sales,1221,Hafiz Nair,Sales,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K003287,2,2026-01-12,1253,Elaine Lee,Sales,1376,Amelia Rashid,Enterprise,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K003288,2,2026-01-15,1253,Elaine Lee,Sales,1480,Ridzwan Hamid,Legal,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K003289,9,2026-03-06,1253,Elaine Lee,Sales,1030,Ivan Chong,Retail,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K003290,9,2026-03-06,1253,Elaine Lee,Sales,1461,Ahmad Aziz,HR,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K003291,9,2026-03-02,1253,Elaine Lee,Sales,1068,Rajesh Yusof,Retail,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K003292,16,2026-04-20,1253,Elaine Lee,Sales,1380,Ridzwan Tan,Enterprise,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K003293,16,2026-04-22,1253,Elaine Lee,Sales,1275,Jason Bakar,Sales,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K003294,18,2026-05-08,1253,Elaine Lee,Sales,1060,Yazid Kumar,Retail,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K003295,18,2026-05-08,1253,Elaine Lee,Sales,1441,Mei Malik,Finance,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K003296,18,2026-05-04,1253,Elaine Lee,Sales,1382,Joanne Rashid,Enterprise,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K003297,22,2026-06-02,1253,Elaine Lee,Sales,1163,Christopher Soh,Technology,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K003298,22,2026-06-03,1253,Elaine Lee,Sales,1090,Lily Menon,Retail,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K003299,22,2026-06-03,1253,Elaine Lee,Sales,1301,Yazid Aziz,Marketing,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K003300,29,2026-07-22,1253,Elaine Lee,Sales,1263,Lily Chong,Sales,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K003301,29,2026-07-24,1253,Elaine Lee,Sales,1370,Lily Singh,Enterprise,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K003302,34,2026-08-27,1253,Elaine Lee,Sales,1352,Elaine Nair,Marketing,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K003303,34,2026-08-27,1253,Elaine Lee,Sales,1082,Zara Kumar,Retail,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K003304,34,2026-08-24,1253,Elaine Lee,Sales,1299,Natasha Ibrahim,Sales,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K003305,36,2026-09-09,1253,Elaine Lee,Sales,1262,Hafiz Lee,Sales,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K003306,46,2026-11-19,1253,Elaine Lee,Sales,1154,Priya Teh,Technology,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K003307,46,2026-11-19,1253,Elaine Lee,Sales,1141,Terry Wong,Technology,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K003308,46,2026-11-16,1253,Elaine Lee,Sales,1100,Terry Lim,Retail,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K003309,47,2026-11-25,1253,Elaine Lee,Sales,1496,Shirley Ismail,Corporate Affairs,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K003310,47,2026-11-23,1253,Elaine Lee,Sales,1045,Rina Singh,Retail,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K003311,52,2026-12-29,1253,Elaine Lee,Sales,1473,Harish Tan,Legal,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K003312,52,2026-12-28,1253,Elaine Lee,Sales,1350,Azlan Rashid,Marketing,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K003313,52,2026-12-31,1253,Elaine Lee,Sales,1278,Hafiz Goh,Sales,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K003314,8,2026-02-25,1254,Natasha Hamid,Sales,1361,Eugene Ong,Marketing,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K003315,8,2026-02-24,1254,Natasha Hamid,Sales,1235,Jason Aziz,Sales,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K003316,8,2026-02-24,1254,Natasha Hamid,Sales,1100,Terry Lim,Retail,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K003317,12,2026-03-23,1254,Natasha Hamid,Sales,1085,Natasha Karim,Retail,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K003318,22,2026-06-03,1254,Natasha Hamid,Sales,1443,Shankar Ibrahim,Finance,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K003319,23,2026-06-12,1254,Natasha Hamid,Sales,1282,Jason Hamid,Sales,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K003320,26,2026-06-30,1254,Natasha Hamid,Sales,1410,Farid Rashid,Enterprise,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K003321,26,2026-07-01,1254,Natasha Hamid,Sales,1175,Rina Yusof,Technology,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K003322,28,2026-07-15,1254,Natasha Hamid,Sales,1050,Nelson Raj,Retail,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K003323,28,2026-07-16,1254,Natasha Hamid,Sales,1066,Harish Yusof,Retail,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K003324,28,2026-07-16,1254,Natasha Hamid,Sales,1274,Joanne Kumar,Sales,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K003325,36,2026-09-11,1254,Natasha Hamid,Sales,1477,Harish Singh,Legal,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K003326,36,2026-09-08,1254,Natasha Hamid,Sales,1331,Hafiz Teh,Marketing,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K003327,36,2026-09-07,1254,Natasha Hamid,Sales,1291,Prakash Lim,Sales,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K003328,37,2026-09-17,1254,Natasha Hamid,Sales,1291,Prakash Lim,Sales,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K003329,37,2026-09-14,1254,Natasha Hamid,Sales,1166,Azlan Pillai,Technology,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K003330,45,2026-11-13,1254,Natasha Hamid,Sales,1498,Daniel Wong,Corporate Affairs,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K003331,45,2026-11-09,1254,Natasha Hamid,Sales,1322,Wendy Singh,Marketing,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K003332,45,2026-11-12,1254,Natasha Hamid,Sales,1141,Terry Wong,Technology,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K003333,1,2026-01-06,1255,Wei Chan,Sales,1423,Rina Menon,Finance,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K003334,1,2026-01-06,1255,Wei Chan,Sales,1327,Kavya Ismail,Marketing,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K003335,1,2026-01-09,1255,Wei Chan,Sales,1101,Natasha Chua,Retail,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K003336,4,2026-01-30,1255,Wei Chan,Sales,1065,Priya Raj,Retail,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K003337,11,2026-03-19,1255,Wei Chan,Sales,1173,Harish Chong,Technology,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K003338,12,2026-03-23,1255,Wei Chan,Sales,1294,Rina Ng,Sales,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K003339,12,2026-03-26,1255,Wei Chan,Sales,1295,Eugene Wong,Sales,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K003340,12,2026-03-27,1255,Wei Chan,Sales,1191,Cheryl Ismail,Technology,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K003341,13,2026-04-03,1255,Wei Chan,Sales,1306,Zara Menon,Marketing,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K003342,13,2026-04-03,1255,Wei Chan,Sales,1227,Yazid Aziz,Sales,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K003343,17,2026-04-28,1255,Wei Chan,Sales,1288,Kavya Teh,Sales,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K003344,17,2026-04-30,1255,Wei Chan,Sales,1331,Hafiz Teh,Marketing,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K003345,17,2026-04-28,1255,Wei Chan,Sales,1366,Vivian Teh,Marketing,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K003346,23,2026-06-12,1255,Wei Chan,Sales,1341,Amelia Goh,Marketing,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K003347,23,2026-06-12,1255,Wei Chan,Sales,1010,Azlan Chua,Retail,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K003348,23,2026-06-12,1255,Wei Chan,Sales,1462,Lily Hamid,HR,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K003349,25,2026-06-23,1255,Wei Chan,Sales,1262,Hafiz Lee,Sales,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K003350,31,2026-08-07,1255,Wei Chan,Sales,1457,Farid Patel,HR,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K003351,31,2026-08-06,1255,Wei Chan,Sales,1487,Natasha Chua,Corporate Affairs,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K003352,33,2026-08-18,1255,Wei Chan,Sales,1224,Jason Yusof,Sales,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
